ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,profit_margin,outlier_column
Second Class,Consumer,United States,New York City,New York,10035.0,East,Furniture,Chairs,1931.04,9.0,0.1,321.84,0.16666666666666666,sales
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Appliances,1702.12,14.0,0.0,510.636,0.30000000000000004,sales
Second Class,Consumer,United States,Chicago,Illinois,60610.0,Central,Furniture,Tables,765.625,7.0,0.5,-566.5625,-0.74,sales
Second Class,Corporate,United States,Dublin,Ohio,43017.0,East,Furniture,Tables,1048.35,5.0,0.4,-69.89,-0.06666666666666668,sales
First Class,Corporate,United States,San Francisco,California,94122.0,West,Office Supplies,Storage,559.62,9.0,0.0,151.0974,0.26999999999999996,sales
Second Class,Home Office,United States,Fort Worth,Texas,76106.0,Central,Technology,Phones,1718.4,6.0,0.2,150.36,0.08750000000000001,sales
Standard Class,Corporate,United States,Kenosha,Wisconsin,53142.0,Central,Technology,Phones,699.98,2.0,0.0,195.9944,0.28,sales
First Class,Consumer,United States,Madison,Wisconsin,53711.0,Central,Furniture,Chairs,2807.84,8.0,0.0,673.8816,0.24,sales
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134.0,East,Office Supplies,Supplies,4663.736,7.0,0.2,-1049.3406,-0.225,sales
First Class,Corporate,United States,Los Angeles,California,90049.0,West,Technology,Phones,2575.944,7.0,0.2,257.5944,0.1,sales
Second Class,Consumer,United States,Harrisonburg,Virginia,22801.0,South,Furniture,Tables,1441.3,7.0,0.0,245.021,0.16999999999999998,sales
Second Class,Home Office,United States,Raleigh,North Carolina,27604.0,South,Technology,Phones,1127.976,3.0,0.2,126.8973,0.11249999999999999,sales
Standard Class,Consumer,United States,Cleveland,Ohio,44105.0,East,Technology,Phones,779.796,2.0,0.4,-168.9558,-0.21666666666666667,sales
Same Day,Home Office,United States,Muskogee,Oklahoma,74403.0,Central,Technology,Phones,1439.92,8.0,0.0,374.3792,0.26,sales
Standard Class,Corporate,United States,Austin,Texas,78745.0,Central,Technology,Machines,1439.982,3.0,0.4,-263.9967,-0.18333333333333332,sales
Second Class,Corporate,United States,Roswell,Georgia,30076.0,South,Office Supplies,Appliances,1245.86,7.0,0.0,361.2994,0.29000000000000004,sales
Second Class,Consumer,United States,South Bend,Indiana,46614.0,Central,Technology,Accessories,831.2,5.0,0.0,124.68,0.15,sales
Standard Class,Corporate,United States,Aurora,Colorado,80013.0,West,Furniture,Tables,727.45,5.0,0.5,-465.568,-0.6399999999999999,sales
Standard Class,Corporate,United States,San Francisco,California,94122.0,West,Furniture,Chairs,801.568,2.0,0.2,50.098,0.0625,sales
Same Day,Consumer,United States,New York City,New York,10011.0,East,Office Supplies,Storage,563.4,4.0,0.0,67.608,0.12000000000000001,sales
First Class,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,Office Supplies,Binders,1793.98,2.0,0.0,843.1706,0.47000000000000003,sales
Second Class,Consumer,United States,Miami,Florida,33178.0,South,Office Supplies,Binders,505.176,4.0,0.7,-336.784,-0.6666666666666666,sales
First Class,Corporate,United States,Indianapolis,Indiana,46203.0,Central,Office Supplies,Storage,909.12,8.0,0.0,9.0912,0.01,sales
Second Class,Corporate,United States,Houston,Texas,77041.0,Central,Technology,Machines,597.132,3.0,0.4,49.761,0.08333333333333334,sales
First Class,Corporate,United States,Watertown,New York,13601.0,East,Office Supplies,Binders,895.92,5.0,0.2,302.373,0.3375,sales
Second Class,Corporate,United States,Arlington,Texas,76017.0,Central,Technology,Phones,863.64,9.0,0.2,107.955,0.125,sales
Second Class,Home Office,United States,Seattle,Washington,98105.0,West,Technology,Phones,659.976,3.0,0.2,49.4982,0.075,sales
Standard Class,Consumer,United States,Broomfield,Colorado,80020.0,West,Furniture,Chairs,662.88,3.0,0.2,74.574,0.1125,sales
Standard Class,Corporate,United States,New York City,New York,10009.0,East,Furniture,Chairs,1282.41,5.0,0.1,213.735,0.16666666666666666,sales
Second Class,Corporate,United States,Montgomery,Alabama,36116.0,South,Technology,Phones,1394.95,5.0,0.0,362.687,0.26,sales
Second Class,Corporate,United States,Montgomery,Alabama,36116.0,South,Furniture,Chairs,545.88,6.0,0.0,70.9644,0.13,sales
Same Day,Consumer,United States,Glendale,Arizona,85301.0,West,Furniture,Chairs,933.536,4.0,0.2,105.0228,0.11250000000000002,sales
First Class,Consumer,United States,Columbus,Ohio,43229.0,East,Technology,Copiers,1439.976,4.0,0.4,191.9968,0.13333333333333333,sales
Standard Class,Consumer,United States,Springfield,Missouri,65807.0,Central,Furniture,Tables,1024.38,7.0,0.0,215.1198,0.20999999999999996,sales
Standard Class,Consumer,United States,Auburn,Alabama,36830.0,South,Office Supplies,Storage,900.08,4.0,0.0,117.0104,0.13,sales
First Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Office Supplies,Storage,1606.23,9.0,0.0,481.869,0.3,sales
First Class,Home Office,United States,Providence,Rhode Island,2908.0,East,Furniture,Chairs,872.32,4.0,0.0,244.2496,0.27999999999999997,sales
Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861.0,East,Technology,Phones,597.0,3.0,0.0,280.59,0.47,sales
First Class,Consumer,United States,Detroit,Michigan,48227.0,Central,Furniture,Chairs,1586.69,7.0,0.0,412.5394,0.26,sales
Standard Class,Consumer,United States,Pomona,California,91767.0,West,Furniture,Tables,710.832,3.0,0.2,-97.7394,-0.1375,sales
Second Class,Home Office,United States,Brentwood,California,94513.0,West,Technology,Phones,761.544,7.0,0.2,66.6351,0.0875,sales
Standard Class,Home Office,United States,Jackson,Mississippi,39212.0,South,Office Supplies,Binders,511.84,8.0,0.0,240.5648,0.47000000000000003,sales
Standard Class,Consumer,United States,Denver,Colorado,80219.0,West,Office Supplies,Storage,636.408,3.0,0.2,-15.9102,-0.024999999999999998,sales
Same Day,Consumer,United States,Redlands,California,92374.0,West,Technology,Phones,1295.84,4.0,0.2,145.782,0.11250000000000002,sales
First Class,Corporate,United States,Seattle,Washington,98105.0,West,Office Supplies,Binders,895.92,5.0,0.2,302.373,0.3375,sales
Standard Class,Corporate,United States,Long Beach,New York,11561.0,East,Furniture,Tables,991.764,3.0,0.4,-347.1174,-0.35,sales
First Class,Consumer,United States,Minneapolis,Minnesota,55407.0,Central,Office Supplies,Storage,501.81,3.0,0.0,0.0,0.0,sales
Standard Class,Consumer,United States,New York City,New York,10009.0,East,Technology,Machines,3999.95,5.0,0.0,1159.9855,0.29000000000000004,sales
Standard Class,Consumer,United States,Columbus,Indiana,47201.0,Central,Technology,Phones,1454.49,9.0,0.0,378.1674,0.26,sales
Standard Class,Consumer,United States,Little Rock,Arkansas,72209.0,South,Technology,Phones,881.93,7.0,0.0,229.3018,0.26,sales
Second Class,Consumer,United States,Fairfield,Connecticut,6824.0,East,Technology,Phones,832.93,7.0,0.0,233.2204,0.28,sales
Standard Class,Corporate,United States,San Francisco,California,94110.0,West,Technology,Phones,1145.6,4.0,0.2,100.24,0.08750000000000001,sales
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Binders,673.568,2.0,0.2,252.588,0.375,sales
Standard Class,Consumer,United States,La Porte,Indiana,46350.0,Central,Furniture,Furnishings,526.45,5.0,0.0,31.587,0.06,sales
Second Class,Consumer,United States,Los Angeles,California,90049.0,West,Office Supplies,Binders,1016.792,1.0,0.2,381.297,0.375,sales
Standard Class,Home Office,United States,Pasadena,California,91104.0,West,Technology,Phones,659.976,3.0,0.2,49.4982,0.075,sales
Second Class,Consumer,United States,Los Angeles,California,90004.0,West,Office Supplies,Appliances,541.44,6.0,0.0,157.0176,0.2899999999999999,sales
First Class,Consumer,United States,San Francisco,California,94122.0,West,Furniture,Chairs,1212.96,7.0,0.2,90.972,0.075,sales
Second Class,Consumer,United States,Atlanta,Georgia,30318.0,South,Technology,Accessories,499.98,2.0,0.0,114.9954,0.23,sales
Standard Class,Consumer,United States,San Francisco,California,94122.0,West,Technology,Copiers,1119.984,2.0,0.2,377.9946,0.3375,sales
First Class,Consumer,United States,Seattle,Washington,98115.0,West,Furniture,Chairs,614.272,8.0,0.2,-23.0352,-0.0375,sales
First Class,Corporate,United States,Seattle,Washington,98115.0,West,Furniture,Tables,892.98,2.0,0.0,80.3682,0.09,sales
Standard Class,Corporate,United States,Columbus,Georgia,31907.0,South,Furniture,Furnishings,595.38,6.0,0.0,297.69,0.5,sales
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Technology,Accessories,1399.93,7.0,0.0,601.9699,0.43,sales
Standard Class,Consumer,United States,New York City,New York,10011.0,East,Technology,Phones,503.96,4.0,0.0,125.99,0.25,sales
Second Class,Home Office,United States,Roswell,Georgia,30076.0,South,Furniture,Chairs,723.92,4.0,0.0,188.2192,0.26,sales
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,Furniture,Furnishings,547.136,4.0,0.2,-68.392,-0.125,sales
Standard Class,Consumer,United States,San Antonio,Texas,78207.0,Central,Furniture,Tables,557.585,5.0,0.3,0.0,0.0,sales
First Class,Corporate,United States,San Francisco,California,94122.0,West,Furniture,Bookcases,1552.831,7.0,0.15,200.9546,0.12941176470588237,sales
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Furniture,Tables,1579.746,7.0,0.4,-447.5947,-0.2833333333333333,sales
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Furniture,Tables,1071.576,4.0,0.4,-553.6476,-0.5166666666666667,sales
Standard Class,Corporate,United States,New York City,New York,10024.0,East,Furniture,Tables,613.908,3.0,0.4,-122.7816,-0.19999999999999998,sales
Standard Class,Corporate,United States,Fairfield,Ohio,45014.0,East,Furniture,Furnishings,532.704,6.0,0.2,-26.6352,-0.05000000000000001,sales
Standard Class,Consumer,United States,New York City,New York,10009.0,East,Technology,Accessories,1619.91,9.0,0.0,97.1946,0.05999999999999999,sales
Standard Class,Corporate,United States,Florence,South Carolina,29501.0,South,Office Supplies,Storage,628.81,7.0,0.0,12.5762,0.02,sales
Standard Class,Corporate,United States,Huntsville,Texas,77340.0,Central,Furniture,Bookcases,956.6648,7.0,0.32,-225.0976,-0.23529411764705882,sales
Standard Class,Consumer,United States,Los Angeles,California,90045.0,West,Technology,Accessories,1115.91,9.0,0.0,200.8638,0.18,sales
Standard Class,Consumer,United States,Los Angeles,California,90045.0,West,Furniture,Tables,629.064,3.0,0.2,31.4532,0.05,sales
Standard Class,Consumer,United States,Milwaukee,Wisconsin,53209.0,Central,Furniture,Chairs,754.45,5.0,0.0,60.356,0.08,sales
Standard Class,Corporate,United States,Albuquerque,New Mexico,87105.0,West,Technology,Accessories,595.0,5.0,0.0,95.2,0.16,sales
Standard Class,Corporate,United States,Sparks,Nevada,89431.0,West,Technology,Machines,2396.4,10.0,0.2,179.73,0.075,sales
First Class,Corporate,United States,Springfield,Virginia,22153.0,South,Office Supplies,Appliances,826.11,3.0,0.0,322.1829,0.39,sales
Standard Class,Consumer,United States,Farmington,New Mexico,87401.0,West,Furniture,Furnishings,545.85,9.0,0.0,114.6285,0.21,sales
Standard Class,Consumer,United States,Passaic,New Jersey,7055.0,East,Office Supplies,Appliances,662.84,4.0,0.0,172.3384,0.26,sales
Standard Class,Consumer,United States,Newport News,Virginia,23602.0,South,Office Supplies,Storage,571.44,4.0,0.0,165.7176,0.29,sales
First Class,Consumer,United States,Los Angeles,California,90032.0,West,Office Supplies,Appliances,1101.48,4.0,0.0,429.5772,0.39,sales
Second Class,Corporate,United States,Los Angeles,California,90036.0,West,Furniture,Tables,1322.352,3.0,0.2,-99.1764,-0.075,sales
Standard Class,Consumer,United States,Seattle,Washington,98105.0,West,Office Supplies,Storage,1003.62,6.0,0.0,0.0,0.0,sales
Standard Class,Home Office,United States,Seattle,Washington,98105.0,West,Furniture,Tables,1137.75,5.0,0.0,250.305,0.22,sales
Second Class,Consumer,United States,New York City,New York,10024.0,East,Technology,Phones,631.96,4.0,0.0,303.3408,0.48,sales
Standard Class,Consumer,United States,Jamestown,New York,14701.0,East,Technology,Phones,4548.81,7.0,0.0,1228.1787,0.26999999999999996,sales
Second Class,Consumer,United States,Houston,Texas,77095.0,Central,Technology,Phones,719.96,5.0,0.2,53.997,0.075,sales
Standard Class,Consumer,United States,Mishawaka,Indiana,46544.0,Central,Furniture,Chairs,647.84,8.0,0.0,32.392,0.05,sales
Second Class,Consumer,United States,San Francisco,California,94122.0,West,Office Supplies,Supplies,8187.65,5.0,0.0,327.506,0.04,sales
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,Office Supplies,Storage,1117.92,4.0,0.0,55.896,0.049999999999999996,sales
Standard Class,Consumer,United States,Houston,Texas,77095.0,Central,Office Supplies,Envelopes,604.656,9.0,0.2,204.0714,0.3375,sales
Standard Class,Home Office,United States,Oklahoma City,Oklahoma,73120.0,Central,Office Supplies,Appliances,868.59,3.0,0.0,251.8911,0.29,sales
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Storage,1801.632,6.0,0.2,-337.806,-0.18749999999999997,sales
Same Day,Corporate,United States,San Francisco,California,94122.0,West,Furniture,Chairs,1348.704,6.0,0.2,-219.1644,-0.1625,sales
Same Day,Corporate,United States,San Francisco,California,94122.0,West,Furniture,Chairs,700.152,3.0,0.2,78.7671,0.11249999999999999,sales
Standard Class,Consumer,United States,Phoenix,Arizona,85023.0,West,Technology,Phones,1879.96,5.0,0.2,211.4955,0.11249999999999999,sales
Standard Class,Consumer,United States,Henderson,Kentucky,42420.0,South,Furniture,Furnishings,821.88,6.0,0.0,213.6888,0.26,sales
Standard Class,Consumer,United States,Tallahassee,Florida,32303.0,South,Technology,Phones,705.544,7.0,0.2,70.5544,0.1,sales
Standard Class,Consumer,United States,Orem,Utah,84057.0,West,Furniture,Bookcases,1406.86,7.0,0.0,140.686,0.1,sales
Second Class,Consumer,United States,Bellingham,Washington,98226.0,West,Furniture,Tables,2665.62,9.0,0.0,239.9058,0.09,sales
Second Class,Consumer,United States,Carrollton,Texas,75007.0,Central,Technology,Accessories,1399.944,7.0,0.2,52.4979,0.0375,sales
Standard Class,Home Office,United States,Lafayette,Indiana,47905.0,Central,Furniture,Furnishings,526.45,5.0,0.0,31.587,0.06,sales
Standard Class,Corporate,United States,Columbus,Georgia,31907.0,South,Office Supplies,Appliances,675.12,3.0,0.0,290.3016,0.43,sales
Standard Class,Consumer,United States,Wheeling,Illinois,60090.0,Central,Furniture,Tables,601.47,3.0,0.5,-300.735,-0.5,sales
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Binders,914.97,3.0,0.0,411.7365,0.44999999999999996,sales
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Technology,Phones,587.97,3.0,0.0,158.7519,0.27,sales
Standard Class,Corporate,United States,Columbus,Indiana,47201.0,Central,Office Supplies,Storage,530.34,2.0,0.0,95.4612,0.18,sales
Same Day,Consumer,United States,New York City,New York,10035.0,East,Technology,Machines,1349.85,3.0,0.0,364.4595,0.27,sales
Standard Class,Corporate,United States,Arlington,Texas,76017.0,Central,Furniture,Tables,1218.735,5.0,0.3,-121.8735,-0.10000000000000002,sales
First Class,Home Office,United States,New York City,New York,10024.0,East,Technology,Copiers,11199.968,4.0,0.2,3919.9888,0.35,sales
First Class,Home Office,United States,New York City,New York,10024.0,East,Technology,Phones,2399.6,8.0,0.0,647.892,0.27,sales
First Class,Corporate,United States,Springfield,Ohio,45503.0,East,Technology,Machines,652.995,7.0,0.7,-935.9595,-1.4333333333333333,sales
Standard Class,Consumer,United States,New York City,New York,10035.0,East,Furniture,Chairs,858.24,4.0,0.1,143.04,0.16666666666666666,sales
Second Class,Consumer,United States,Tulsa,Oklahoma,74133.0,Central,Furniture,Furnishings,821.88,6.0,0.0,213.6888,0.26,sales
Second Class,Corporate,United States,Provo,Utah,84604.0,West,Furniture,Bookcases,1292.94,3.0,0.0,77.5764,0.060000000000000005,sales
Standard Class,Corporate,United States,Gilbert,Arizona,85234.0,West,Furniture,Chairs,883.84,4.0,0.2,99.432,0.1125,sales
Standard Class,Corporate,United States,New York City,New York,10035.0,East,Technology,Phones,1979.89,11.0,0.0,494.9725,0.25,sales
Second Class,Corporate,United States,Lowell,Massachusetts,1852.0,East,Furniture,Chairs,785.88,6.0,0.0,212.1876,0.27,sales
Second Class,Corporate,United States,Lowell,Massachusetts,1852.0,East,Office Supplies,Storage,1325.85,5.0,0.0,238.653,0.18,sales
Standard Class,Home Office,United States,Jackson,Michigan,49201.0,Central,Technology,Accessories,619.95,5.0,0.0,111.591,0.17999999999999997,sales
Standard Class,Home Office,United States,Jacksonville,Florida,32216.0,South,Technology,Machines,821.3,4.0,0.5,-16.426,-0.02,sales
Standard Class,Home Office,United States,Jacksonville,Florida,32216.0,South,Technology,Machines,22638.48,6.0,0.5,-1811.0784,-0.08,sales
Standard Class,Consumer,United States,Los Angeles,California,90049.0,West,Technology,Machines,1919.976,3.0,0.2,215.9973,0.11249999999999999,sales
First Class,Consumer,United States,Toledo,Ohio,43615.0,East,Technology,Phones,629.958,7.0,0.4,94.4937,0.15000000000000002,sales
Standard Class,Consumer,United States,Seattle,Washington,98105.0,West,Technology,Accessories,799.96,4.0,0.0,343.9828,0.43,sales
